4.67483  2.03062  -6.7373
-0  0  -0
-0.386436  0.0812008  -0.478422
0.454572  0.320883  -0.535892
-0.249475  -0.759708  0.735547
1.02832  0.0438978  -0.752476
-0.660902  0.480644  1.07188
-0.917325  -1.00287  -0.616707
-0.875583  -0.925635  -0.836939
-1.11923  0.545099  -1.12436
1.81958  -0.527791  -0.489586
-0.0303718  -1.48815  -1.66878
-1.73221  0.156932  -1.43579
-2.24472  -0.188765  0.219299
0.926589  2.10898  -0.183253
1.70387  1.27652  -1.31729
-1.15253  2.26345  -0.0466398
-0.497214  1.94241  -1.65255
2.01378  1.07375  -1.29335
0.431485  2.32123  -1.27103
1.66435  1.72914  1.24314
0.669713  -2.10851  1.61504
1.50626  -0.764493  2.17698
-2.74953  0.235512  -1.06352
-2.13982  0.788368  -1.95763
1.0871  1.36175  2.46594
2.88191  0.234029  1.18978
-1.18756  -0.709088  2.89086
-1.77089  1.19214  2.51686
2.80533  0.506027  1.72017
-1.75521  -0.901349  2.77276
-1.36733  -2.17118  -2.28931
1.70327  -3.03461  -0.14188
-2.94235  1.08863  -1.54044
-2.0323  1.82851  -2.19334
2.10569  -1.41598  -2.44663
-1.03404  1.55538  -3.08538
-0.941467  3.04032  -1.72471
0.784248  1.69487  -3.1134
1.15223  -1.13873  -3.26931
-1.77822  -2.84574  -1.4829
-2.09287  -1.72914  -2.46954
-2.99545  -1.83911  -1.0843
0.101905  3.00049  -2.28922
3.06206  1.7742  -1.3332
-0.493102  0.915863  -3.71372
2.12958  0.569453  3.19238
0.355245  3.46904  1.8249
2.19812  3.05218  1.34789
-0.0846053  -3.8546  -1.19667
-0.0485023  1.69782  3.69073
-0.178411  -3.69062  1.80895
4.11486  -0.146047  -0.00312549
-2.75279  3.06945  -0.345186
0.520077  2.04406  -3.6542
-1.29985  1.4216  -3.75481
-3.13664  0.256594  -2.82526
-2.75341  -3.24485  0.344279
-2.63655  2.1883  2.57552
-1.34299  -4.05675  0.520556
4.22709  0.746485  0.359706
-1.53135  -0.956111  3.98176
-4.19942  -0.682266  -1.13086
1.53681  -4.00827  1.06807
4.09597  -1.67425  -0.294012
1.7256  2.92368  -2.8719
-4.31697  1.06153  0.281812
-0.858676  -4.36088  0.415005
-3.62208  1.29613  -2.27068
2.89628  2.81065  1.97258
-2.86797  3.05383  1.65406
-1.61744  4.22076  -0.212487
-3.20669  -1.59213  2.77002
3.06996  2.05042  -2.64378
-1.08139  -3.9316  2.168
3.6287  -2.85397  -0.243677
3.31384  -3.197  -0.452238
2.15805  0.939476  4.00791
2.48039  -3.7665  -1.14848
-3.46317  3.11277  0.0729047
-2.51787  -2.33364  -3.16662
-2.73173  3.69423  -0.918735
-4.67016  0.261968  1.05682
-1.05907  4.24925  -1.96228
-3.03487  -1.74447  3.29325
-2.32309  0.567587  -4.20702
-0.157404  2.66733  -4.04743
-1.92173  -4.5331  -0.260182
1.22298  4.59362  1.47543
1.86737  4.60666  0.309333
-4.47569  -1.72021  1.39792
-1.21561  -3.05239  -3.76943
1.05872  -1.88964  4.52814
1.39235  -2.75688  3.9643
-0.696183  2.16115  -4.52313
4.01191  0.858707  -3.00165
-4.06254  -2.33536  -2.02002
4.38018  2.69244  0.284988
0.654577  -5.0177  1.06349
-0.891704  -2.12779  4.63383
4.02361  -3.12857  0.952311
0.13896  4.33972  -2.90021
-0.9499  -0.90354  -5.05737
-2.07092  2.36352  4.17938
-2.56934  -0.0369538  -4.55694
-0.503678  0.564604  -5.19434
-4.18892  -3.15258  -0.340703
-3.45724  1.93275  3.46177
-2.59269  4.26061  -1.9101
-3.77082  -1.034  -3.64369
-1.36894  2.97531  -4.24858
1.50182  0.875371  5.1085
-4.83547  -2.44518  -0.187402
0.639206  -3.47708  4.13282
3.03828  -3.75022  -2.53631
1.48047  5.1587  1.02542
5.17757  1.46322  0.955771
-3.07841  -2.50367  3.76289
5.47652  0.215775  0.349445
-4.90986  -1.39444  2.06738
1.98125  3.16758  4.04666
-0.529238  4.34451  3.34844
4.56296  -3.12799  0.32644
2.93686  -4.70382  -0.0642077
1.67651  3.04275  -4.32352
-5.20203  -0.191149  -1.92258
5.14002  -1.91807  -1.01823
-5.43915  -1.31778  0.406259
-4.17598  1.90341  3.22945
3.65449  2.71281  -3.284
0.486025  -2.85037  4.84934
1.45261  5.43355  0.809938
2.03882  -4.53198  2.78234
1.53876  -4.66054  -2.90163
-1.37402  -5.00228  -2.37592
1.20728  -2.91349  -4.76053
-1.21973  5.03639  2.50177
-2.65945  5.06933  0.948123
2.95916  -2.33852  4.42891
1.71476  -5.4957  1.05286
-1.39898  5.50399  -1.50446
-1.09881  4.7889  3.25463
-5.54048  1.90425  0.869699
3.71333  -4.51844  -1.08228
5.84418  0.500938  1.10681
1.09442  -2.10777  5.49296
-4.41494  -3.98231  0.852092
-1.78059  3.0462  -4.86849
0.572295  5.94907  -0.731009
-1.47029  0.196548  5.85855
-0.536521  5.73526  2.00444
5.12651  -3.28384  0.445954
6.01534  0.31198  -1.20841
-0.0392862  -6.06538  -1.00376
-2.05166  5.30872  -2.44736
-3.70218  4.35675  -2.39829
-5.36273  -2.39572  2.02976
5.99777  1.33664  -1.12236
1.02597  -0.135064  6.1913
-4.68651  -1.81815  3.7716
-1.69745  0.914651  -5.99095
-5.04945  0.254213  -3.75224
-5.41591  2.84328  1.62767
-5.34318  1.29976  -3.15196
-3.30622  4.95645  2.35501
-5.32416  3.41145  -1.08927
-4.39942  -1.6253  -4.3821
0.523283  5.44952  -3.41801
5.93475  2.19095  -1.29566
3.10133  5.66953  -1.15443
-0.37752  3.42928  5.64693
0.072587  -4.96163  -4.40491
-6.52947  1.33134  0.401504
-3.58289  -1.28841  5.48383
3.14994  3.0806  -5.03314
6.07407  -2.05737  -1.92937
-3.0307  -5.84684  1.25899
-2.51865  -6.08556  1.52006
-5.24153  -3.89144  1.83674
-1.12472  -1.44308  -6.53329
-5.80767  3.33201  1.1762
5.77389  -1.85823  3.12834
1.50908  4.57983  4.87709
-2.50607  5.06659  -3.89512
2.02083  -2.16116  -6.232
0.451693  -3.42602  -6.13415
-1.91159  5.66506  3.7283
6.46879  0.765336  -2.94913
-2.18067  6.37669  -2.54115
0.352255  2.09829  6.92314
-0.00593294  1.7847  -7.12553
2.86064  5.93024  -3.45337
6.88374  1.43427  2.47454
-4.58311  4.16632  -4.24823
3.54483  2.85899  6.00919
6.15801  -0.849233  -4.33898
-6.03554  4.19283  1.90366
3.41696  -4.60383  -5.10901
7.6953  0.438095  -0.176811
7.26937  1.40591  2.76668
-4.62723  -0.706506  6.38898
