0.	0.
0.002	2.7425915174342693e-11
0.004	2.194073180637198e-10
0.006	7.404996871891761e-10
0.008	1.7552584909736601e-9
0.01	3.428239187666478e-9
0.012	5.9239972252672755e-9
0.014	9.407088041449547e-9
0.016	1.4042067063483661e-8
0.018000000000000002	1.9993489708159437e-8
0.02	2.7425911381708157e-8
0.022	3.650388747972424e-8
0.024	4.739197338708627e-8
0.026000000000000002	6.025472447787764e-8
0.028	7.525669611530659e-8
0.03	9.256244365162596e-8
0.032	1.1233652242805229e-7
0.034	1.3474348777468431e-7
0.036000000000000004	1.599478950104211e-7
0.038	1.8811429944287974e-7
0.04	2.1940725636831267e-7
0.042	2.539913210715237e-7
0.044	2.9203104882578443e-7
0.046	3.3369099489275004e-7
0.048	3.791357145223739e-7
0.05	4.285297629528221e-7
0.052000000000000005	4.820376954103877e-7
0.054	5.398240671094039e-7
0.056	6.020534332521573e-7
0.058	6.688903490288004e-7
0.06	7.404993696172622e-7
0.062	8.170450501831618e-7
0.064	8.986919458797161e-7
0.066	9.856046118476536e-7
0.068	1.0779476032151204e-6
0.07	1.1758854750975921e-6
0.07200000000000001	1.2795827825977817e-6
0.074	1.389204080805545e-6
0.076	1.5049139247977937e-6
0.078	1.6268768696383968e-6
0.08	1.7552574703780876e-6
0.082	1.8902202820543738e-6
0.084	2.0319298596914368e-6
0.08600000000000001	2.1805507583000405e-6
0.088	2.3362475328774328e-6
0.09	2.499184738407252e-6
0.092	2.6695269298594257e-6
0.094	2.8474386621900745e-6
0.096	3.0330844903414166e-6
0.098	3.226628969241662e-6
0.1	3.4282366538049218e-6
0.10200000000000001	3.6380720989311016e-6
0.10400000000000001	3.856299859505801e-6
0.106	4.083084490400213e-6
0.108	4.318590546471028e-6
0.11	4.562982582560322e-6
0.112	4.816425153495457e-6
0.114	5.0790828140889765e-6
0.116	5.351120119138503e-6
0.11800000000000001	5.6327016234266335e-6
0.12	5.923991881720827e-6
0.122	6.225155448773309e-6
0.124	6.536356879320953e-6
0.126	6.8577607280851815e-6
0.128	7.189531549771852e-6
0.13	7.531833899071152e-6
0.132	7.884832330657485e-6
0.134	8.248691399189369e-6
0.136	8.623575659309307e-6
0.138	9.009649665643705e-6
0.14	9.407077972802719e-6
0.14200000000000002	9.816025135380192e-6
0.14400000000000002	0.000010236655707953495
0.146	0.000010669134245083429
0.148	0.000011113625301314129
0.15	0.000011570293431172919
0.152	0.000012039303189170218
0.154	0.000012520819129799389
0.156	0.000013015005807536672
0.158	0.00001352202777684102
0.16	0.000014042049592154014
0.162	0.000014575235807899718
0.164	0.000015121750978484561
0.166	0.00001568175965829723
0.168	0.000016255426401708538
0.17	0.00001684291576307131
0.17200000000000001	0.000017444392296720243
0.17400000000000002	0.00001806002055697179
0.176	0.00001868996509812403
0.178	0.000019334390474456583
0.18	0.00001999346124023041
0.182	0.000020667341949687743
0.184	0.00002135619715705193
0.186	0.000022060191416527308
0.188	0.00002277948928229909
0.19	0.00002351425530853325
0.192	0.000024264654049376297
0.194	0.000025030850058955287
